SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,TaskType_Brainstorming,TaskType_Coding,TaskType_Homework Help,TaskType_Research,TaskType_Studying,TaskType_Writing
SESSION02900,2,Psychology,2024-08-06,51.59,12,2,2,1,1.0,False,False,True,False,False,False
SESSION02901,2,Psychology,2024-09-15,16.96,8,3,3,1,2.9,False,False,False,False,True,False
SESSION02902,1,History,2024-12-31,27.59,6,3,1,0,1.7,True,False,False,False,False,False
SESSION02903,3,Psychology,2025-03-25,7.62,2,2,3,1,1.8,False,False,False,False,False,True
SESSION02904,1,Biology,2025-06-06,34.63,9,4,1,0,4.1,False,False,False,False,False,True
SESSION02905,2,History,2025-05-07,15.88,6,3,2,1,2.7,False,True,False,False,False,False
SESSION02906,2,Business,2024-10-28,29.26,10,3,3,1,4.2,False,False,False,False,False,True
SESSION02907,2,Computer Science,2024-08-16,37.4,13,4,3,1,3.0,False,False,False,False,False,True
SESSION02908,1,Biology,2025-02-04,10.37,4,2,2,1,1.5,False,False,False,False,True,False
SESSION02909,2,Psychology,2025-01-26,28.93,7,5,2,0,5.0,False,False,False,False,True,False
SESSION02910,1,Business,2025-06-14,65.13,23,3,1,0,2.9,False,False,False,False,True,False
SESSION02911,1,Math,2025-01-11,9.95,1,3,3,1,3.6,True,False,False,False,False,False
SESSION02912,3,Psychology,2024-09-26,30.9,6,4,3,0,2.7,False,False,True,False,False,False
SESSION02913,1,Math,2024-08-13,9.3,2,3,2,1,2.4,False,False,True,False,False,False
SESSION02914,2,Math,2024-08-20,5.43,2,4,1,0,4.2,False,True,False,False,False,False
SESSION02915,2,Engineering,2024-07-04,3.27,1,3,3,1,2.5,False,False,False,False,False,True
SESSION02916,2,Biology,2025-05-05,8.83,2,4,2,1,3.3,False,False,False,False,True,False
SESSION02917,1,Engineering,2025-03-13,23.36,7,3,3,1,2.2,False,False,True,False,False,False
SESSION02918,2,Psychology,2025-04-12,6.83,2,5,3,1,5.0,False,True,False,False,False,False
SESSION02919,2,Computer Science,2024-08-01,36.06,10,4,3,1,4.3,False,True,False,False,False,False
SESSION02920,2,Biology,2024-08-15,39.84,12,4,3,0,2.9,False,False,True,False,False,False
SESSION02921,3,Psychology,2025-04-28,1.84,1,4,3,1,3.6,False,True,False,False,False,False
SESSION02922,3,Business,2024-11-12,23.75,4,4,3,1,4.3,False,False,False,False,False,True
SESSION02923,2,Biology,2024-11-25,11.68,3,5,3,0,3.8,False,False,False,False,True,False
SESSION02924,1,Computer Science,2025-04-03,20.72,9,3,2,1,3.0,False,False,False,False,False,True
SESSION02925,1,History,2025-04-27,21.26,6,3,3,1,3.2,False,False,True,False,False,False
SESSION02926,2,Engineering,2025-04-01,24.22,6,3,1,0,3.0,False,False,False,True,False,False
SESSION02927,3,Math,2025-05-25,8.98,2,4,3,1,3.1,False,False,False,False,False,True
SESSION02928,2,History,2024-07-15,19.39,5,4,2,1,2.7,False,False,False,False,False,True
SESSION02929,2,Biology,2025-01-22,17.78,3,5,3,1,4.5,False,False,False,False,True,False
SESSION02930,1,History,2024-09-05,11.58,2,3,3,1,3.4,False,False,True,False,False,False
SESSION02931,2,Engineering,2024-08-30,42.08,9,1,3,1,1.1,False,True,False,False,False,False
SESSION02932,3,Business,2024-07-08,29.45,7,3,2,1,2.6,False,False,False,False,False,True
SESSION02933,2,Biology,2025-06-02,4.85,1,3,3,1,2.8,False,False,False,False,False,True
SESSION02934,2,Biology,2024-07-11,6.62,2,3,2,1,3.1,False,False,False,False,True,False
SESSION02935,2,Business,2024-10-05,6.85,2,2,3,0,2.3,False,False,True,False,False,False
SESSION02936,3,Biology,2025-04-15,18.36,4,3,3,1,2.2,False,True,False,False,False,False
SESSION02937,2,Psychology,2025-01-25,36.64,12,4,3,1,2.9,False,False,False,False,False,True
SESSION02938,3,Math,2024-12-30,25.73,7,3,3,0,3.4,False,False,True,False,False,False
SESSION02939,2,Biology,2025-02-14,10.82,2,3,3,1,3.5,False,False,False,False,True,False
SESSION02940,3,History,2025-05-04,5.03,1,3,3,1,2.9,False,False,False,False,False,True
SESSION02941,2,History,2025-06-23,15.27,4,2,3,0,2.5,False,True,False,False,False,False
SESSION02942,1,Biology,2025-03-17,13.03,6,5,3,0,4.3,False,False,False,False,False,True
SESSION02943,2,Business,2025-06-02,15.98,4,4,3,1,4.0,False,False,False,False,False,True
SESSION02944,3,Computer Science,2024-12-21,1.3,1,2,3,1,2.1,False,False,False,False,False,True
SESSION02945,2,History,2025-01-11,10.88,4,5,3,1,5.0,False,False,False,False,False,True
SESSION02946,2,Business,2025-01-05,8.44,1,3,3,1,3.1,False,False,False,False,False,True
SESSION02947,2,Engineering,2025-01-06,32.87,6,3,3,1,3.1,False,False,False,False,False,True
SESSION02948,2,Computer Science,2025-05-25,8.04,2,3,3,1,4.8,False,True,False,False,False,False
SESSION02949,2,History,2025-01-30,31.93,10,1,2,1,1.0,False,False,False,False,True,False
SESSION02950,2,Computer Science,2024-12-11,2.86,1,5,2,1,5.0,False,False,True,False,False,False
SESSION02951,2,Engineering,2024-11-06,11.8,4,3,3,1,3.0,False,False,False,False,False,True
SESSION02952,2,Business,2025-03-16,21.58,4,2,3,1,4.0,False,False,False,False,False,True
SESSION02953,1,Business,2024-09-13,29.74,7,2,3,1,3.6,False,True,False,False,False,False
SESSION02954,2,Engineering,2025-03-20,29.07,9,4,3,1,4.8,False,False,False,False,True,False
SESSION02955,1,Biology,2025-04-07,44.01,16,4,3,1,4.8,False,False,False,False,True,False
SESSION02956,1,Engineering,2025-03-31,9.66,1,3,2,0,3.2,False,False,False,False,False,True
SESSION02957,3,Business,2025-03-24,19.57,4,2,2,1,1.9,False,False,False,False,True,False
SESSION02958,2,Math,2025-05-31,4.98,2,5,3,1,5.0,False,False,True,False,False,False
SESSION02959,3,History,2024-11-15,29.67,7,3,2,1,1.8,False,False,True,False,False,False
SESSION02960,3,History,2025-03-10,34.27,14,4,3,0,2.8,False,False,False,False,False,True
SESSION02961,2,Computer Science,2025-01-09,16.52,4,5,2,1,3.9,False,False,False,True,False,False
SESSION02962,3,Math,2024-11-09,3.83,1,3,2,1,2.9,False,False,False,False,True,False
SESSION02963,2,Psychology,2024-09-03,20.7,4,4,3,0,4.2,False,False,False,False,False,True
SESSION02964,3,Psychology,2024-09-23,18.38,4,2,3,1,1.9,False,False,False,False,False,True
SESSION02965,2,Business,2025-02-26,10.97,3,5,1,1,5.0,False,False,True,False,False,False
SESSION02966,2,Math,2025-01-17,15.38,6,3,2,1,2.6,False,False,True,False,False,False
SESSION02967,2,Psychology,2024-11-24,77.67,34,4,3,1,4.5,False,False,False,False,True,False
SESSION02968,2,Computer Science,2025-06-17,23.91,8,4,2,0,2.6,False,False,False,False,False,True
SESSION02969,2,Psychology,2024-07-17,29.17,11,2,3,1,2.4,False,False,True,False,False,False
SESSION02970,1,Math,2025-04-30,13.91,5,3,2,1,3.9,True,False,False,False,False,False
SESSION02971,2,Engineering,2025-05-15,30.54,6,3,2,1,1.7,False,False,False,False,False,True
SESSION02972,2,Biology,2025-06-17,5.51,2,5,1,1,5.0,False,False,False,False,True,False
SESSION02973,2,Math,2025-04-11,31.48,12,2,3,1,1.0,False,False,True,False,False,False
SESSION02974,3,Computer Science,2025-04-26,4.52,1,2,2,1,1.9,False,False,True,False,False,False
SESSION02975,3,Psychology,2025-05-05,3.76,1,4,1,1,3.8,False,False,False,False,False,True
SESSION02976,2,Biology,2025-04-18,4.49,1,4,3,1,3.4,False,True,False,False,False,False
SESSION02977,2,Biology,2024-07-09,9.57,2,2,3,1,1.4,False,True,False,False,False,False
SESSION02978,2,Computer Science,2024-09-10,20.46,5,4,3,1,5.0,False,False,False,False,False,True
SESSION02979,2,Computer Science,2024-06-30,17.36,4,4,1,0,4.0,False,True,False,False,False,False
SESSION02980,2,Math,2024-10-10,41.12,10,4,2,1,5.0,False,False,False,False,True,False
SESSION02981,2,Biology,2024-10-19,10.74,4,3,1,0,2.5,False,False,False,False,True,False
SESSION02982,2,Psychology,2024-09-23,15.4,4,5,2,1,4.8,False,True,False,False,False,False
SESSION02983,1,Computer Science,2025-06-17,17.84,3,4,1,1,5.0,False,False,False,False,True,False
SESSION02984,2,History,2024-11-21,12.06,2,3,3,1,2.9,False,False,False,False,False,True
SESSION02985,2,Psychology,2025-03-01,17.04,3,4,3,1,3.3,False,False,False,False,True,False
SESSION02986,2,Business,2024-07-25,30.68,7,2,3,1,1.7,False,False,True,False,False,False
SESSION02987,2,Engineering,2025-05-06,28.14,12,4,2,1,4.3,False,False,True,False,False,False
SESSION02988,2,Math,2025-02-01,27.89,12,2,2,1,1.0,False,False,False,False,False,True
SESSION02989,3,Math,2025-05-22,8.41,1,3,2,1,3.7,False,False,True,False,False,False
SESSION02990,1,Math,2025-04-28,7.32,2,4,3,0,3.3,False,False,True,False,False,False
SESSION02991,1,Math,2025-02-01,46.21,17,3,0,0,3.8,False,False,False,False,True,False
SESSION02992,2,History,2024-10-26,16.92,6,4,3,1,4.5,False,False,False,False,True,False
SESSION02993,2,Biology,2024-08-05,12.75,3,4,2,0,4.9,False,False,False,False,True,False
SESSION02994,1,Biology,2024-12-19,20.84,8,4,2,0,4.7,False,False,True,False,False,False
SESSION02995,2,Math,2024-07-19,21.89,7,5,3,1,4.1,False,False,False,False,False,True
SESSION02996,2,Math,2024-11-05,23.18,9,3,2,1,2.0,False,False,False,False,False,True
SESSION02997,2,Biology,2025-05-14,26.36,10,4,2,0,4.3,False,True,False,False,False,False
SESSION02998,2,Math,2025-05-28,12.71,3,3,0,1,3.0,False,False,False,True,False,False
SESSION02999,1,Psychology,2024-08-26,24.97,5,3,2,1,2.9,False,False,True,False,False,False
SESSION03000,3,History,2024-09-13,29.86,9,3,3,0,2.7,False,False,True,False,False,False
SESSION03001,2,Computer Science,2025-05-28,10.01,2,1,3,1,1.0,False,False,True,False,False,False
SESSION03002,2,Math,2025-04-02,37.94,7,4,3,1,4.6,False,False,True,False,False,False
SESSION03003,1,Business,2025-01-31,23.04,9,5,3,1,4.6,False,False,True,False,False,False
SESSION03004,1,History,2025-06-07,17.53,6,4,3,1,4.3,False,True,False,False,False,False
SESSION03005,3,Business,2025-06-19,7.61,2,3,2,0,2.6,False,False,False,False,False,True
SESSION03006,3,Biology,2025-05-26,14.49,4,3,0,1,3.5,False,True,False,False,False,False
SESSION03007,1,Math,2024-07-30,79.08,19,4,3,1,3.5,False,False,False,False,False,True
SESSION03008,2,History,2024-07-02,17.81,4,3,2,0,1.0,False,False,False,False,True,False
SESSION03009,2,Psychology,2025-04-22,20.62,8,2,2,0,2.9,False,False,False,False,False,True
SESSION03010,2,Engineering,2024-08-20,3.46,1,4,1,0,5.0,True,False,False,False,False,False
SESSION03011,1,Math,2025-02-28,43.03,17,3,2,1,3.6,False,True,False,False,False,False
SESSION03012,1,Business,2025-02-03,13.28,3,3,3,1,3.7,False,False,False,False,False,True
SESSION03013,2,Biology,2024-08-28,43.29,20,4,3,1,3.8,False,True,False,False,False,False
SESSION03014,1,History,2025-04-22,19.81,4,3,3,1,3.8,True,False,False,False,False,False
SESSION03015,2,Computer Science,2025-06-18,15.16,7,4,3,0,4.5,False,False,False,False,False,True
SESSION03016,2,Engineering,2025-04-03,13.39,4,3,3,1,3.6,False,False,False,False,False,True
SESSION03017,1,Computer Science,2025-06-24,8.31,2,3,1,1,3.6,False,False,False,False,True,False
SESSION03018,2,Biology,2025-02-06,33.82,7,4,3,1,4.7,False,False,False,False,False,True
SESSION03019,1,Engineering,2025-04-10,13.51,5,5,3,1,5.0,False,False,True,False,False,False
SESSION03020,2,Math,2024-11-06,7.76,2,3,0,1,3.5,False,True,False,False,False,False
SESSION03021,2,Biology,2025-03-08,34.0,11,1,3,1,1.0,False,False,True,False,False,False
SESSION03022,2,Computer Science,2024-07-03,12.57,5,3,3,1,4.5,False,False,False,False,True,False
SESSION03023,2,Biology,2024-07-29,5.49,1,2,3,1,1.3,False,False,False,False,False,True
SESSION03024,3,Biology,2024-10-19,10.79,3,4,1,1,3.5,False,False,False,False,True,False
SESSION03025,2,Business,2024-09-09,12.5,5,4,3,0,3.9,False,False,False,False,False,True
SESSION03026,1,History,2024-12-26,48.78,11,2,3,0,2.1,False,False,False,False,False,True
SESSION03027,3,Psychology,2024-10-09,4.28,1,3,3,0,2.7,False,False,False,False,True,False
SESSION03028,3,Math,2025-03-04,20.52,6,4,3,0,4.9,False,True,False,False,False,False
SESSION03029,2,History,2025-05-27,31.36,12,5,3,1,5.0,False,True,False,False,False,False
SESSION03030,3,History,2025-04-05,8.86,1,3,1,0,3.9,False,False,True,False,False,False
SESSION03031,2,Engineering,2025-01-08,18.81,3,3,2,1,3.1,False,False,False,False,False,True
SESSION03032,3,Psychology,2024-09-06,34.76,8,5,3,1,5.0,False,False,False,False,True,False
SESSION03033,3,Biology,2024-07-16,14.67,3,5,3,1,4.8,False,False,False,False,False,True
SESSION03034,2,Engineering,2025-02-16,19.22,6,5,3,1,2.9,False,True,False,False,False,False
SESSION03035,1,Computer Science,2025-05-09,6.43,1,5,2,1,5.0,False,False,False,False,False,True
SESSION03036,2,History,2024-09-08,11.29,2,3,2,1,1.6,False,False,False,False,False,True
SESSION03037,2,Biology,2025-06-13,13.48,5,4,3,1,4.8,False,True,False,False,False,False
SESSION03038,3,Biology,2024-06-25,30.26,6,5,1,0,4.5,False,False,False,False,True,False
SESSION03039,2,Psychology,2025-02-02,12.21,4,5,2,1,5.0,False,False,False,False,False,True
SESSION03040,2,Psychology,2024-12-02,18.01,4,4,3,1,4.6,False,False,False,False,False,True
SESSION03041,2,Computer Science,2024-12-23,12.34,3,4,3,1,4.9,False,False,True,False,False,False
SESSION03042,2,Psychology,2024-07-26,17.67,6,3,3,1,3.7,False,True,False,False,False,False
SESSION03043,2,Business,2024-09-13,25.29,5,5,3,1,4.8,False,False,True,False,False,False
SESSION03044,1,Biology,2025-03-17,9.2,2,3,1,0,3.3,False,False,False,False,True,False
SESSION03045,2,Engineering,2025-02-09,9.28,3,3,3,1,2.9,False,False,False,False,False,True
SESSION03046,3,Computer Science,2025-01-04,6.0,1,4,2,1,4.0,False,False,False,False,False,True
SESSION03047,2,Computer Science,2024-07-30,8.61,3,4,3,1,2.6,False,False,False,False,False,True
SESSION03048,2,Psychology,2025-02-15,8.53,2,5,2,1,5.0,False,True,False,False,False,False
SESSION03049,2,Engineering,2024-08-07,2.13,1,3,1,0,3.9,False,False,False,True,False,False
SESSION03050,2,Psychology,2024-08-19,27.77,12,4,2,1,5.0,False,False,False,False,True,False
SESSION03051,2,Psychology,2024-11-25,54.83,25,2,0,0,1.0,False,False,True,False,False,False
SESSION03052,2,Engineering,2024-07-12,3.04,1,5,3,1,5.0,False,False,False,False,False,True
SESSION03053,2,Biology,2025-02-24,8.46,3,3,2,1,2.1,False,False,True,False,False,False
SESSION03054,3,Biology,2024-08-21,10.46,3,3,3,0,4.1,False,True,False,False,False,False
SESSION03055,2,Biology,2025-04-04,33.25,8,5,2,1,4.6,False,False,False,False,False,True
SESSION03056,1,Biology,2024-08-21,17.75,4,4,2,1,4.9,False,True,False,False,False,False
SESSION03057,1,Psychology,2024-08-07,19.16,6,5,2,1,5.0,False,True,False,False,False,False
SESSION03058,2,Math,2024-09-12,81.61,23,4,1,0,3.2,False,False,True,False,False,False
SESSION03059,2,Biology,2024-08-24,25.29,7,3,3,1,2.6,False,False,True,False,False,False
SESSION03060,1,Psychology,2024-08-08,30.8,6,4,3,1,5.0,False,False,True,False,False,False
SESSION03061,1,Engineering,2025-05-26,23.49,5,2,3,1,2.0,False,False,False,False,False,True
SESSION03062,1,Computer Science,2025-03-17,26.77,5,4,3,1,3.5,False,True,False,False,False,False
SESSION03063,2,Math,2025-06-17,6.68,2,4,3,1,5.0,False,False,True,False,False,False
SESSION03064,3,Biology,2025-03-23,25.39,6,3,2,1,1.8,False,False,False,False,False,True
SESSION03065,2,Business,2024-12-19,27.51,12,4,3,1,3.9,False,False,True,False,False,False
SESSION03066,2,Computer Science,2024-11-30,15.33,6,3,0,1,3.7,False,False,False,False,False,True
SESSION03067,2,Biology,2024-12-22,29.72,6,5,3,1,3.6,False,False,True,False,False,False
SESSION03068,3,Business,2025-04-12,4.39,1,3,1,0,1.8,False,False,False,False,True,False
SESSION03069,1,Psychology,2025-03-07,11.39,3,3,3,1,2.8,False,True,False,False,False,False
SESSION03070,3,Psychology,2024-08-17,2.69,1,3,2,1,2.3,False,False,False,False,True,False
SESSION03071,2,Computer Science,2024-07-14,7.64,1,3,3,1,2.1,False,False,False,False,True,False
SESSION03072,1,Engineering,2024-08-07,19.8,8,3,3,1,3.5,False,True,False,False,False,False
SESSION03073,1,Biology,2025-02-14,12.28,4,3,3,0,4.3,False,False,False,False,False,True
SESSION03074,2,Engineering,2025-04-19,13.37,4,2,3,1,2.0,False,False,False,False,False,True
SESSION03075,2,Math,2025-04-09,34.23,6,4,0,1,4.3,True,False,False,False,False,False
SESSION03076,2,History,2025-03-12,19.46,4,4,3,1,3.1,False,True,False,False,False,False
SESSION03077,2,Business,2024-07-28,26.53,10,4,2,1,4.4,False,False,False,False,False,True
SESSION03078,2,Engineering,2024-08-08,14.24,2,2,0,0,2.0,False,False,False,False,False,True
SESSION03079,3,Biology,2024-08-06,31.95,15,3,3,1,4.4,False,False,False,False,False,True
SESSION03080,3,Psychology,2024-11-19,10.33,4,3,2,0,3.9,True,False,False,False,False,False
SESSION03081,2,Computer Science,2024-11-27,10.13,3,4,1,1,5.0,False,False,True,False,False,False
SESSION03082,2,Psychology,2024-08-03,20.47,5,4,1,1,2.6,False,True,False,False,False,False
SESSION03083,2,Business,2024-08-13,32.61,7,4,3,0,4.3,False,False,True,False,False,False
SESSION03084,1,Engineering,2025-06-13,16.09,3,4,3,1,4.9,False,False,False,False,False,True
SESSION03085,1,Psychology,2024-09-02,44.44,16,3,2,1,3.4,False,False,False,False,False,True
SESSION03086,3,Business,2024-07-10,11.84,2,4,3,1,5.0,False,False,False,False,True,False
SESSION03087,2,Business,2024-08-09,44.77,9,5,2,1,4.1,False,False,False,False,True,False
SESSION03088,2,Math,2025-02-18,15.06,5,3,2,1,2.7,False,False,True,False,False,False
SESSION03089,2,Engineering,2025-03-31,28.16,8,3,3,1,2.8,False,False,False,False,False,True
SESSION03090,1,Business,2024-07-06,10.18,2,3,1,0,2.4,False,False,False,True,False,False
SESSION03091,3,Psychology,2024-12-14,11.92,4,3,2,1,2.1,False,False,False,False,False,True
SESSION03092,3,Business,2024-08-15,14.56,3,3,1,0,3.6,False,False,True,False,False,False
SESSION03093,2,History,2025-03-31,14.41,3,3,3,1,3.3,False,False,False,False,False,True
SESSION03094,1,Business,2024-11-04,6.08,2,4,0,1,2.9,False,False,False,False,False,True
SESSION03095,3,Psychology,2025-03-07,21.27,6,3,1,1,3.5,False,False,True,False,False,False
SESSION03096,1,Biology,2025-04-08,26.0,6,2,1,1,1.0,False,False,False,False,False,True
SESSION03097,1,Business,2025-06-18,22.59,5,4,1,1,4.1,False,False,False,False,True,False
SESSION03098,2,Computer Science,2025-01-15,20.93,6,2,2,0,2.6,False,False,False,False,True,False
SESSION03099,2,Psychology,2025-04-15,45.97,11,4,2,1,4.3,False,True,False,False,False,False
SESSION03100,2,Computer Science,2024-12-10,27.16,9,3,3,1,3.3,False,True,False,False,False,False
SESSION03101,1,Psychology,2025-06-21,35.77,9,2,0,0,1.0,False,False,False,False,False,True
SESSION03102,3,Biology,2024-09-28,61.33,13,5,2,1,5.0,False,False,False,False,False,True
SESSION03103,1,Biology,2024-09-08,30.83,11,5,2,1,4.2,False,False,False,False,False,True
SESSION03104,3,Computer Science,2025-06-18,32.98,7,4,2,1,4.1,True,False,False,False,False,False
SESSION03105,2,Psychology,2025-02-20,41.14,16,3,2,1,3.9,False,False,False,False,False,True
SESSION03106,2,History,2025-04-10,21.47,8,4,1,0,3.9,False,False,False,True,False,False
SESSION03107,1,Psychology,2025-04-03,6.32,1,4,3,1,4.3,False,False,False,False,True,False
SESSION03108,3,Math,2024-09-15,20.41,7,3,2,1,3.4,True,False,False,False,False,False
SESSION03109,3,Business,2024-07-08,4.58,1,4,2,1,3.1,False,True,False,False,False,False
SESSION03110,1,Math,2024-10-16,8.97,2,4,1,1,2.7,False,False,False,False,False,True
SESSION03111,1,History,2025-02-01,25.5,6,2,2,1,1.2,False,False,False,False,False,True
SESSION03112,3,History,2024-09-06,7.24,1,5,3,1,4.5,False,True,False,False,False,False
SESSION03113,2,History,2024-12-08,6.48,1,5,3,1,4.7,False,True,False,False,False,False
SESSION03114,2,History,2024-11-18,8.95,4,3,3,1,3.4,False,False,False,False,False,True
SESSION03115,2,Engineering,2024-11-01,28.25,7,4,2,0,4.2,False,False,True,False,False,False
SESSION03116,1,History,2024-09-12,27.03,5,2,3,0,1.1,False,True,False,False,False,False
SESSION03117,3,Math,2025-01-18,21.99,7,3,3,1,2.6,False,True,False,False,False,False
SESSION03118,1,Psychology,2024-06-29,45.62,11,2,1,1,4.2,False,False,True,False,False,False
